Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
The 19Th Century,This nationalist movement was founded by Jews at an int'l congress in 1897 in Switzerland,Zionism,Peggi Malys,False,False,500,False,24,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Scientists,"Some scholars say his first wife, Mileva, deserves some credit for his theory of relativity",(Albert) Einstein,Peggi Malys,False,False,500,False,27,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Ballet,Baryshnikov said the ballet about this “Steadfast Tin” toy is one of his favorites,Soldier,,False,False,500,False,30,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
World Literature,"After he returned to Venice in 1295, he wrote stories of his travels to the Orient",Marco Polo,Peggi Malys,False,False,500,False,10,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Travel & Tourism,"At the highland games in Scotland you might see someone skirl, which is to play these",bagpipes,Bob Blake,False,False,500,False,5,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Dem Bones,World Book lists the complete set of 32 of these as part of the skeletal system,teeth,Peggi Malys,False,False,500,False,12,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
The 19Th Century,The 2nd Hawaiian king with this name went to England & died there of measles in 1824,Kamehameha,Keith Bell,False,False,1000,False,20,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Scientists,"Frank Press, an authority on the earth's crust, was this president's science advisor from 1977-80",Jimmy Carter,Michael Rankins,False,False,1000,False,26,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Ballet,In 1958 F. Ashton created his ballet “Ondine” for this great dame of British ballet,Margot Fonteyn,Peggi Malys,False,False,1000,False,29,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
World Literature,In Norse legend the 2 children in this nursery rhyme were captured by the moon while drawing water,Jack and Jill,Bob Blake,False,False,1000,False,4,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Travel & Tourism,"To visit the oldest public park in the U.S., common sense tells you to go to this city",Boston,Keith Bell,False,False,1000,False,6,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Dem Bones,"A hockey player wears guards to protect the tibia, better known as this",shin,Keith Bell,False,False,1000,False,15,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
The 19Th Century,In 1864 he founded the International Working Men's Association in London,Karl Marx,,False,False,1500,False,19,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Scientists,"This monk, known for his pea plants, flunked his exam for teacher certification",Mendel,Peggi Malys,False,False,1500,False,25,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Ballet,"After this great dancer married in 1913, Diaghilev dismissed him from his company",Nijinsky,Bob Blake,False,False,1500,False,28,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
World Literature,"Maud Gonne, an Irish patriot & philanthropist, was the heroine of several poems by this Irishman",(William Butler) Yeats,Peggi Malys,False,False,1500,False,3,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Travel & Tourism,"By popular demand, the first 5-star hotel in Ulan Bator is being named after this historic figure",Genghis Khan,Bob Blake,False,False,1500,False,7,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Dem Bones,"Of the 3 kinds of movable joints, the hip joints are this type",ball (and socket) joints,Keith Bell,False,False,1500,False,14,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
The 19Th Century,"The Groot Trek was a migration of about 12,000 members of this group in defiance of the British government",Boers,Bob Blake,False,False,"5,000",True,18,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Scientists,This Italian's experiments with electricity & animal tissue helped Volta develop the battery,(Luigi) Galvani,Bob Blake,False,False,2000,False,23,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Ballet,This ballerina defected to the west in 1970 & staged her own production of “La Bayadere” in 1974,Natalia Makarova,,False,False,2000,False,22,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
World Literature,"Before Petrarch wrote love poems to Laura, Dante wrote his to her",Beatrice,Peggi Malys,False,False,2000,False,2,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Travel & Tourism,G. Hamilton could visit the cities of Hamilton & St. George in these islands; 2 hours from New York,Bermuda,Bob Blake,False,False,2000,False,8,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Dem Bones,Extending off the metacarpals are these bones that form the fingers,phalanges,Peggi Malys,False,False,"6,000",True,13,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
The 19Th Century,This Austrian prince masterminded the negotiations at the Congress of Vienna,Metternich,Bob Blake,False,False,2500,False,17,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Scientists,"He may have been the “Father of Modern Chemistry”, but the French guillotined him anyway",Lavoisier,Peggi Malys,False,False,2500,False,21,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Ballet,In 1942 audience members left this composer's “Gayane” humming the “Sabre Dance”,Khachaturian,Bob Blake,False,False,2500,False,16,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
World Literature,"“Eugene Onegin”, a novel written in verse, is considered this Russian poet's masterpiece",Pushkin,Peggi Malys,False,False,2500,False,1,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Travel & Tourism,This Caribbean isle is divided between France & Holland; hence its name is spelled 2 ways,St. Martin,Bob Blake,False,False,2500,False,9,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Dem Bones,"This passes through a opening in the occipital bone, the back plate of the skull",spinal cord,Bob Blake,False,False,2500,False,11,Super Jeopardy! show #10,"Saturday, August 18, 1990",Double Jeopardy! Round
Geography,"The Sahel is a zone of sparse, grassy vegetation on the edge of this desert",Sahara,Zeke Sevilla Jr.,False,False,200,False,5,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Actors & Their Roles,G. Depardieu was named best actor at Cannes for playing this swordsman; you might say he won by a nose,Cyrano de Bergerac,Zeke Sevilla Jr.,False,False,200,False,25,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
American Literature,In “Moby Dick” the narrator begins by telling the reader to call him this,Ismael,Sandy Gore,False,False,200,False,21,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Holidays & Observances,On the 2nd Saturday in May this country observes National Windmill Day,Holland (or The Netherlands),Zeke Sevilla Jr.,False,False,200,False,12,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Photography,"Light regulator that comes in leaf, rotary & focal-plane types",a shutter,Sandy Gore,False,False,200,False,2,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Spelling,"A creamy salad dressing made with raw egg yolk, oil, vinegar or lemon juice & seasonings",M-A-Y-O-N-N-A-I-S-E,Bruce Fauman,False,False,200,False,18,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Geography,Among principal mountain ranges in this country are the Wicklow & MacGillicuddy's Reeks,Ireland,Sandy Gore,False,False,400,False,6,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Actors & Their Roles,"Clint Eastwood's role in “White Hunter, Black Heart” was inspired by this director of “The African Queen”",John Huston,Sandy Gore,False,False,400,False,1,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
American Literature,C. Auguste Dupin is an amateur detective who appears in 3 of his short stories,(Edgar Allan) Poe,Sandy Gore,False,False,400,False,22,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Holidays & Observances,"This N.Y. congresswoman, known for her hats, introduced the bill creating Women's Equality Day",Bella Abzug,Zeke Sevilla Jr.,False,False,400,False,13,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Photography,Film is coated with light sensitive halides of this metal suspended in gelatin,silver,Jeff Richmond,False,False,400,False,11,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Spelling,In German it means “lightning war”,B-L-I-T-Z-K-R-I-E-G,Sandy Gore,False,False,400,False,19,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Geography,"Associated with Jesus' childhood, this city in lower Galilee is the largest Arab city in Israel",Nazareth,Jeff Richmond,False,False,600,False,8,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Actors & Their Roles,2-time Oscar winner who made her feature film debut in “Julia” & played W. Allen's ex in “Manhattan”,Meryl Streep,Sandy Gore,False,False,600,False,3,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
American Literature,Nick Adams is the protagonist in many of the short stories in this author's “In Our Time”,Hemingway,Zeke Sevilla Jr.,False,False,600,False,20,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Holidays & Observances,The earliest date on which this holiday can fall is October 8th,Columbus Day,Sandy Gore,False,False,600,False,14,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Photography,This letter is used to designate the aperture of a lens,f,Zeke Sevilla Jr.,False,False,600,False,15,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Spelling,"From the Greek, it's a fictitious name used by an author",P-S-E-U-D-O-N-Y-M,Jeff Richmond,False,False,600,False,28,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Geography,Bishop Albert of Livonia & his crusaders founded this capital of Latvia in 1201,Riga,Zeke Sevilla Jr.,False,False,800,False,9,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Actors & Their Roles,Errol Flynn's last film with this frequent leading lady was “They Died With Their Boots On”,Olivia De Havilland,Zeke Sevilla Jr.,False,False,800,False,4,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
American Literature,Edith Wharton's tragic tale of a New England farmer who falls in love with his wife's cousin Mattie,Ethan Frome,Sandy Gore,False,False,800,False,23,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Holidays & Observances,Public law 99-54 recognizes “pause for the pledge” as part of this holiday,Flag Day,Zeke Sevilla Jr.,False,False,800,False,26,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Photography,"In 1839 he was given an annuity of 6,000 francs for revealing his photographic process",(Louis) Daguerre,Zeke Sevilla Jr.,False,False,"3,000",True,16,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Spelling,The ancient Roman Pont du Gard is an example of this type of bridge built to carry water,A-Q-U-E-D-U-C-T,Jeff Richmond,False,False,800,False,29,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Geography,"Henry Bessemer set up shop in this English town, & it has since become famous for its steel",Sheffield,Bruce Fauman,False,False,1000,False,10,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Actors & Their Roles,The first film she starred in after her brief marriage to a prince was 1952's “Affair In Trinidad”,Rita Hayworth,Bruce Fauman,False,False,1000,False,7,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
American Literature,Father of Pearl!  He's the minister in Hawthorne's “The Scarlet Letter”,(Arthur) Dimmesdale,Sandy Gore,False,False,1000,False,24,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Holidays & Observances,This Jewish holiday begun in 165 B.C. celebrates the purification of the temple of Jerusalem,Hanukkah,Bruce Fauman,False,False,1000,False,27,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Photography,"Photographer of “Moonrise, Hernandez, N.M.”, he was a director of The Sierra Club 1934-71",Ansel Adams,Jeff Richmond,False,False,1000,False,17,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
Spelling,The city in New York that's home to Vassar College,P-O-U-G-H-K-E-E-P-S-I-E,Sandy Gore,False,False,1000,False,30,Super Jeopardy! show #11,"Saturday, August 25, 1990",Jeopardy! Round
U.S. History,"Legend says this October 8, 1871 event began in a stable at Jefferson & DeKoven Streets in Chicago",Great Chicago Fire,Jeff Richmond,False,False,500,False,2,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Biblical Women,She was asked to “entice” Samson “and see wherein his great strength lieth”,Delilah,Bruce Fauman,False,False,500,False,29,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Physical Science,"Unlike glaciers, pack ice forms from this type of water",salt (seawater),Zeke Sevilla Jr.,False,False,500,False,19,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Artists,He moved back to France from Tahiti in 1893 but returned to the South Seas permanently 2 years later,Gauguin,Bruce Fauman,False,False,500,False,16,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Shakespeare,"Alas, you don't need an actor to play this character in “Hamlet”; all you need is a skull",Yorick,Zeke Sevilla Jr.,False,False,500,False,20,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
International Parks,"Among the animals you'll find in this country's Kruger National Park are zebras, lions & giraffes",South Africa,Zeke Sevilla Jr.,False,False,500,False,3,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
U.S. History,Andrew Jackson was fighting against 50 ships commanded by Edw. Packenham when he won this 1815 battle,Battle of New Orleans,Jeff Richmond,False,False,1000,False,4,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Biblical Women,"To the devout, this wife of King Ahab represented evil",Jezebel,Sandy Gore,False,False,1000,False,30,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Physical Science,"Greek for whom a theorem about right triangles is named, he was 1 of the 1st to think the Earth is round",Pythagoras,Zeke Sevilla Jr.,False,False,1000,False,18,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Artists,In 1505 he was recalled to Rome to make a tomb for the Renaissance Pope Julius II,Michelangelo,Jeff Richmond,False,False,1000,False,25,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Shakespeare,This historical play dramatizes the events which led to England's break with the Roman Catholic church,Henry VIII,Zeke Sevilla Jr.,False,False,1000,False,21,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
International Parks,This Kenyan capital contains a 44-square-mile national park & game preserve,Nairobi,Jeff Richmond,False,False,1000,False,9,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
U.S. History,"In 1831 the Anti-Masonic Party held the first of these ever, to prepare for the 1832 election",(nominating) convention,Jeff Richmond,False,False,1500,False,5,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Biblical Women,"Though in love with Rachel, Jacob was tricked into marrying this sister first",Leah,Zeke Sevilla Jr.,False,False,1500,False,28,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Physical Science,"The quantum theory of electrodynamics explains some phenomena in terms of these, not waves",particles,Bruce Fauman,False,False,1500,False,17,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Artists,Rockefeller Ctr. destroyed his “Man At The Crossroads” because of a Lenin look-alike in the mural,Diego Rivera,,False,False,"7,000",True,24,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Shakespeare,"In this play's first scene, dastardly deeds are done at the tomb of the Andronici",Titus Andronicus,Sandy Gore,False,False,1500,False,22,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
International Parks,Teide National Park in this Spanish archipelago is located on Tenerife Island,Canary Islands,Zeke Sevilla Jr.,False,False,1500,False,10,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
U.S. History,The Platt Amendment of 1901 provided for the withdrawal of U.S. troops from this country,Cuba,Sandy Gore,False,False,2000,False,6,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Biblical Women,"A patron saint of cooks, she was the sister of Lazarus & Mary of Bethany",Martha,Sandy Gore,False,False,2000,False,27,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Physical Science,Any process by which neutral atoms become electrically charged is called this,ionizations,Zeke Sevilla Jr.,False,False,2000,False,7,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Artists,He painted “The Transfiguration” & for 6 years directed the construction of St. Peter's Church in Rome,Raphael,,False,False,2000,False,23,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Shakespeare,"He has 3 sons-in-law: the Duke of Albany, the Duke of Cornwall & the king of France",Lear,Sandy Gore,False,False,"9,000",True,15,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
International Parks,1 of 2 South American countries each having a park on its side of Iguacu Falls,Brazil (or Argentina),Jeff Richmond,False,False,2000,False,11,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
U.S. History,William Jennings Bryan was elected to his first public office in this state,Nebraska,,False,False,2500,False,8,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Biblical Women,"While in the land of Midian, he married Zipporah, a daughter of Jethro",Moses,Sandy Gore,False,False,2500,False,26,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Physical Science,2 of the 6 planetary probes launched by the U.S.,"Mariner & Voyager  (Ranger, Surveyor, Pioneer & Viking)",Zeke Sevilla Jr.,False,False,2500,False,1,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Artists,This ancient Greek's only surviving original sculpture is “Hermes & Dionysus”,Praxiteles,Sandy Gore,False,False,2500,False,14,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Shakespeare,The renouncing of magic in this play is believed to be the bard's symbolic farewell to the stage,The Tempest,,False,False,2500,False,13,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
International Parks,"This Mexico City park, which antedates Columbus is believed to be the oldest in the Americas",Chapultepec,Sandy Gore,False,False,2500,False,12,Super Jeopardy! show #11,"Saturday, August 25, 1990",Double Jeopardy! Round
Historic Names,According to family legend this British prime minister was part Iroquois on his mother's side,Sir Winston Churchill,Dave Traini,False,False,200,False,16,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
The American Flag,He was the first to refer to the flag as a star-spangled banner,Francis Scott Key,Dave Traini,False,False,200,False,9,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Facts & Figures,A cube has this many faces,6,Bob Blake,False,False,200,False,29,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Potent Potables,Yukon Jack is a whisky liqueur imported from this country,Canada,Jeff Richmond,False,False,200,False,8,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Famous Quotes,"The 4 words following FDR's “Yesterday, December 7, 1941– –a date which...”",will live in infamy,Jeff Richmond,False,False,200,False,30,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Hitchcock Blondes,She met her prince while shooting her last Hitchcock film in Monaco,Princess Grace Kelly,Dave Traini,False,False,200,False,5,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Historic Names,Kenyan leader whose first name meant “burning spear” & whose last name was Kikuyu for a fancy belt,Jomo Kenyatta,Bob Blake,False,False,400,False,20,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
The American Flag,"You can fly the flag 24 hours a day, but if you fly it at night, you have to do this",light it,Bob Blake,False,False,400,False,11,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Facts & Figures,"Breaking his own major league record of 5, he pitched his 6th no-hitter June 11, 1990",Nolan Ryan,Jeff Richmond,False,False,400,False,23,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Potent Potables,The main ingredient in a Chinese cocktail is the Jamaica type of this,rum,Dave Traini,False,False,400,False,22,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Famous Quotes,“Dost thou love life? Then do not squander” this; “for that's the stuff life is made of”,time,,False,False,"3,000",True,27,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Hitchcock Blondes,It was curtains for this actress when the shower curtain was pulled back in “Psycho”,Janet Leigh,Dave Traini,False,False,400,False,4,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Historic Names,"When this first lady died in 1818, her son was Secretary of State",Abigail Adams,Bob Blake,False,False,600,False,19,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
The American Flag,"The number of these was set by law in 1818, & it hasn't changed since",stripes,Jeff Richmond,False,False,600,False,13,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Facts & Figures,In 1989 these accounted for over 45% of the Bureau of Printing & Engraving production,one dollar bills,Jeff Richmond,False,False,600,False,12,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Potent Potables,The recipe for a basic stinger calls for equal parts white creme de menthe & this,brandy,Bob Blake,False,False,600,False,28,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Famous Quotes,"Probably Emile Zola's most famous quote, it's the title of a letter he wrote to the French president",J\'accuse,Dave Traini,False,False,600,False,24,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Hitchcock Blondes,She was already Melanie Griffith's mother when she was attacked by “The Birds”,Tippie Hedren,Dave Traini,False,False,600,False,3,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Historic Names,"E. Rosenberg's relationship to Sgt. David Greenglass, a major U.S. gov't witness against her",sister to brother,Dave Traini,False,False,800,False,17,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
The American Flag,The flag code says this is the preferable way to dispose of an old flag,by burning it,Jeff Richmond,False,False,800,False,14,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Facts & Figures,"In the '60s there were just 400 breeding pairs of these birds in the continental U.S.; now there are over 2,600",bald eagles,Jeff Richmond,False,False,800,False,10,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Potent Potables,Some folks put sugar in a champagne cocktail before adding the traditional dash of this,(Angostura) bitters,Bob Blake,False,False,800,False,25,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Famous Quotes,"She wrote, “Gentlemen always seem to remember blondes.”",Anita Loos,Bob Blake,False,False,800,False,7,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Hitchcock Blondes,"In “North By Northwest”, Cary Grant asks her, “How does a girl like you get to be a girl like you?”",Eva Marie Saint,Dave Traini,False,False,800,False,2,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Historic Names,"In 1676 he led a rebellion against his cousin by marriage, Gov. Wm. Berkeley of Virginia",Nathaniel Bacon,,True,False,1000,False,18,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
The American Flag,"It was reported that the flag first flew here April 6, 1909",North Pole,Jeff Richmond,False,False,1000,False,15,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Facts & Figures,Number of Americans who have walked on the moon,12,Bob Blake,False,False,1000,False,21,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Potent Potables,A Gin Rickey usually contains the juice of this fruit,lime,Bob Blake,False,False,1000,False,26,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Famous Quotes,Thomas Paine line that precedes “The summer soldier & the sunshine patriot”,These are the times that try men\'s souls,,True,False,1000,False,6,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
Hitchcock Blondes,In 1935 this elegant blonde was handcuffed to Robert Donat in “The 39 Steps”,Madeleine Carroll,,True,False,1000,False,1,Super Jeopardy! show #12,"Saturday, September 1, 1990",Jeopardy! Round
The Old West,"Jesse's less famous brother, he surrendered in 1882 & became a respected citizen",Frank,Bob Blake,False,False,500,False,16,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Mysterious East,Tonkin is the northern part of this country,Vietnam,Jeff Richmond,False,False,500,False,7,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Nonfiction,Her “North To The Orient” & “Listen! The Wind” tell of flights she took with her aviator husband,Anne Morrow Lindbergh,Jeff Richmond,False,False,500,False,6,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Physics,"Deuterium is called heavy hydrogen, & deuterium oxide is called this",heavy water,Dave Traini,False,False,500,False,21,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Myths & Legends,"The Roman goddess of peace, her name was the Roman word for peace",Pax,Dave Traini,False,False,500,False,1,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Violin,A violin's fingerboard is made from this extremely hard black wood,ebony,Jeff Richmond,False,False,500,False,24,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Old West,"Morgan Earp survived this October 26, 1881 event but was assassinated a few months later",shootout (or gunfight) at the O.K. Corral,Dave Traini,False,False,1000,False,20,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Mysterious East,"This country's unit of currency is the Togrog, which is divided into 100 Mongo",Mongolia,,True,False,1000,False,8,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Nonfiction,He comments on sports as big business in his best seller “I Never Played The Game”,Howard Cosell,Bob Blake,False,False,1000,False,17,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Physics,The use of transparent strands of glass to transmit light,fiber optics,Jeff Richmond,False,False,1000,False,15,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Myths & Legends,"In Rome, this god who usually wore winged sandals was the god of merchants",Mercury,Bob Blake,False,False,1000,False,2,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Violin,"This Israeli-born violinist, a former child prodigy, is known to his friends as “Pinky”",Pinchas Zukerman,,True,False,1000,False,25,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Old West,"His nickname was short for his first name, Bartholomew; it didn't refer to a walking stick",Bat Masterson,Dave Traini,False,False,1500,False,29,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Mysterious East,This country leads the world in the production of rubber & tin,Malaysia,Bob Blake,False,False,1500,False,9,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Nonfiction,"In “Letters From The Field: 1925 - 1975”, she discussed anthropology methods she used",Margaret Mead,Jeff Richmond,False,False,1500,False,18,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Physics,"Sometimes called the fourth state of matter, it's a mixture of ions & free electrons",plasma,Dave Traini,False,False,1500,False,14,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
Myths & Legends,Neptune was the Roman god of fresh water until he became associated with this Greek god of the sea,Poseidon,Dave Traini,False,False,1500,False,3,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
The Violin,"One of these violins stolen in 1936, supposedly sold for $100; in 1987 it was worth $1 million",Stradivarius,Bob Blake,False,False,1500,False,26,Super Jeopardy! show #12,"Saturday, September 1, 1990",Double Jeopardy! Round
